Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SRR30861169	SRR30861170	SRR30861171	SRR30861166	SRR30861167	SRR30861168	external_gene_name	gene_biotype
ENSG00000272970	16.29514814	-0.526702818	1.134069065	-0.464436281	0.642335202	0.874539765	10.15474906	14.77377659	15.48189436	40.68257922	8.525945794	8.151943833		lncRNA
ENSG00000272983	6.886002933	1.999885266	1.633694936	1.224148537	0.220896199	0.508556587	2.417797395	1.641530732	5.321901185	0	15.63090062	16.30388767		lncRNA
ENSG00000272986	9.565639846	0.529689503	1.550465191	0.341632631	0.732627377	0.916043346	2.901356874	3.283061463	4.354282788	40.68257922	2.368318276	3.804240456		lncRNA
ENSG00000272994	49.03343285	0.334738063	0.663551832	0.504464077	0.6139353	0.858580684	44.00391259	29.54755317	47.89711067	81.36515844	47.36636552	44.0204967	C2orf49-DT	lncRNA
ENSG00000273001	6.556873592	-0.002683154	1.599596447	-0.001677394	0.998661634	0.999763263	8.704070622	9.028419025	6.289519583	0	8.525945794	6.793286528	PFKP-DT	lncRNA
ENSG00000273002	21.78314284	0.612480514	0.964679859	0.634905464	0.525490073	0.803807755	29.49712822	18.87760341	18.38474955	0	30.78813759	33.15123826	ARHGEF2-AS2	lncRNA
ENSG00000273007	5.950921808	0.203737805	1.678005606	0.121416642	0.903361036	0.972167943	7.736951664	8.207653659	4.838091987	0	5.683963863	9.238869678		lncRNA
ENSG00000273008	16.56911894	0.217692917	1.100760249	0.197765969	0.843228173	0.953929545	13.53966541	12.31148049	10.64380237	40.68257922	11.36792773	10.86925844	CSGALNACT2-DT	lncRNA
ENSG00000273014	80.82614736	-0.474424424	0.618938473	-0.766513061	0.443371084	0.747358352	96.22833632	68.94429073	144.6589504	0	87.62777622	87.49753048		lncRNA
ENSG00000273015	65.92132831	0.273796207	0.584810136	0.468179654	0.639656121	0.872593789	66.7312081	49.24592195	76.92566259	40.68257922	88.57510353	73.3674945	LINC00938	lncRNA
ENSG00000273033	73.40570355	-1.044787539	0.607193911	-1.720681844	0.085308573	0.279803385	123.7912266	92.74648634	114.1789709	0	50.20834745	59.50918998	LINC02035	lncRNA
ENSG00000273035	10.31620151	1.77017655	1.391584619	1.272058146	0.203352461	0.48432382	3.384916353	2.462296098	9.192374774	0	21.31486449	25.54275734		lncRNA
ENSG00000273045	6.017791661	1.488780216	1.678390132	0.887028699	0.375063449	0.688947669	3.868475832	4.103826829	3.870473589	0	14.20990966	10.05406406	C2orf15	protein_coding
ENSG00000273064	8.390809738	-0.275401635	1.444489346	-0.190656744	0.848794531	0.955735436	10.63830854	9.84918439	11.61142077	0	7.104954828	11.14098991		lncRNA
ENSG00000273066	24.3081834	-0.581321184	0.926730744	-0.627281644	0.530474634	0.806987942	25.14509291	27.90602244	41.60759108	0	25.10417373	26.08622027		lncRNA
ENSG00000273080	12.426696	0.109689997	1.333951719	0.08222936	0.934464326	0.983435436	6.769832706	10.66994976	4.838091987	40.68257922	4.262972897	7.33674945		lncRNA
ENSG00000273084	151.9292443	-0.884248364	0.431538847	-2.049058551	0.04045639	0.164022556	205.996338	227.3520063	194.0074887	40.68257922	121.2578957	122.2791575	LINC03073	lncRNA
ENSG00000273117	23.55035147	-1.247356254	0.957430043	-1.302817123	0.192637203	0.469387927	25.14509291	53.34974878	26.60950593	0	19.89387352	16.30388767	INSIG1-DT	lncRNA
ENSG00000273133	13.72324392	0.174188823	1.243795654	0.140046174	0.888623508	0.967584153	9.671189579	6.566122927	10.64380237	40.68257922	8.525945794	6.249823606		lncRNA
ENSG00000273136	236.7732105	-0.00985499	0.408096259	-0.02414869	0.980734006	0.995098281	318.6656966	180.5683805	303.8321768	81.36515844	272.3566018	263.8512487	NBPF26	protein_coding
ENSG00000273142	66.65846062	-0.292079479	0.593294101	-0.492301337	0.622506335	0.862088818	75.9188382	54.99127951	98.21326733	40.68257922	55.41864766	74.72615181	LINC02604	lncRNA
ENSG00000273143	15.98900523	1.695290906	1.101359988	1.53927047	0.12373828	0.354711042	8.704070622	5.745357561	6.289519583	40.68257922	16.57822793	17.93427643	DUSP5-DT	lncRNA
ENSG00000273149	46.61645631	-1.05726522	0.862447174	-1.22588983	0.220240136	0.507889411	40.13543675	96.02954781	18.38474955	81.36515844	25.57783738	18.20600789		lncRNA
ENSG00000273156	13.35214092	0.752295141	1.205544729	0.624029223	0.532608393	0.808653996	14.50678437	9.028419025	13.54665756	0	26.99882835	16.03215621		lncRNA
ENSG00000273162	83.47318084	0.356359699	0.511874326	0.696185921	0.486312403	0.779183964	83.17223038	59.91587171	73.055189	122.0477377	81.94381235	80.70424395		lncRNA
ENSG00000273165	20.66882508	0.215490034	0.974565883	0.221113871	0.82500377	0.948549646	19.34237916	13.95301122	17.41713115	40.68257922	14.68357331	17.93427643		lncRNA
ENSG00000273173	11.14669899	0.909922844	1.289086422	0.70586644	0.480271199	0.775013756	14.02322489	7.386888293	9.676183973	0	18.94654621	16.84735059	SNURF	protein_coding
ENSG00000273175	102.3747471	-0.914385456	0.51369222	-1.780025899	0.075071722	0.255739217	89.45850361	192.0590956	98.69707653	81.36515844	62.99726614	89.67138217		lncRNA
ENSG00000273186	6.561992827	0.052162589	1.594994084	0.032703939	0.973910683	0.994176958	5.802713748	9.028419025	7.25713798	0	9.94693676	7.33674945		lncRNA
ENSG00000273230	84.56389935	-1.381299193	0.511325639	-2.701408044	0.006904657	0.043005982	147.4856411	102.5956707	127.7256284	40.68257922	42.15606531	46.73781131		lncRNA
ENSG00000273245	5.950274422	1.424882258	1.701500578	0.837426843	0.402352683	0.713524004	8.220511143	3.283061463	3.870473589	0	13.26258235	7.065017989		lncRNA
ENSG00000273247	78.93561792	0.22326624	0.608832409	0.366712147	0.713833745	0.908211985	82.6886709	61.55740244	104.5027869	0	118.8895775	105.9752698	RAB33B-AS1	lncRNA
ENSG00000273248	8.100890116	3.813484963	2.176174307	1.75238029	0.079708438	0.266913376	2.901356874	0.820765366	0	40.68257922	2.841981931	1.358657306		lncRNA
ENSG00000273265	15.61837786	-0.718642299	1.10987544	-0.647498154	0.517309589	0.798651489	17.89170072	24.62296098	21.28760474	0	12.78891869	17.11908205	CNNM3-DT	lncRNA
ENSG00000273270	78.82843063	-0.858989041	0.602418284	-1.425901344	0.153896821	0.408099845	97.19545527	141.9924083	90.95612935	0	78.15450311	64.67208774	LINC03072	lncRNA
ENSG00000273297	10.58665636	2.453622242	1.343949751	1.825680044	0.067898471	0.238907458	0.967118958	4.103826829	4.354282788	0	29.36714662	24.72756296	LINC03060	lncRNA
ENSG00000273306	12.42208911	0.527668372	1.224494043	0.430927676	0.666520959	0.885522257	13.05610593	11.49071512	12.09522997	0	21.31486449	16.57561913		lncRNA
ENSG00000273308	10.48587709	-0.584678136	1.304280843	-0.448276258	0.653953833	0.879415858	9.187630101	15.59454195	15.96570356	0	11.84159138	10.32579552		lncRNA
ENSG00000273314	46.4347762	-0.566631089	0.651217964	-0.870109734	0.384240439	0.696230177	50.77374529	58.27434098	53.70282105	40.68257922	41.208738	33.96643264		lncRNA
ENSG00000273320	7.391553948	0.451372271	1.521367122	0.296688593	0.766704267	0.928122355	7.736951664	8.207653659	6.773328781	0	9.94693676	11.68445283	NAMPT-AS1	lncRNA
ENSG00000273329	203.2351262	0.196180928	0.354973812	0.552663102	0.580494124	0.838621611	182.7854831	181.3891459	191.5884427	244.0954753	189.9391257	229.6130846		lncRNA
ENSG00000273344	83.01924186	0.091125694	0.626131927	0.14553753	0.884286487	0.967036095	58.99425643	62.37816781	68.21709701	203.4128961	46.41903821	58.6939956	PAXIP1-DT	lncRNA
ENSG00000273345	14.51928297	0.070633543	1.297789119	0.054426056	0.95659572	0.990810738	9.671189579	2.462296098	17.90094035	40.68257922	10.42060041	5.978092144		protein_coding
ENSG00000273361	9.365997901	-0.333999708	1.378364378	-0.242315975	0.808535337	0.943399148	11.6054275	14.77377659	9.676183973	0	8.999609449	11.14098991		lncRNA
ENSG00000273382	13.30428502	-0.333541811	1.182646849	-0.282029932	0.777920559	0.932766702	15.47390333	17.23607268	17.41713115	0	14.20990966	15.48869328	TMEM167B-DT	lncRNA
ENSG00000273391	12.5696098	-0.487296283	1.210506271	-0.402555769	0.687275054	0.894922455	11.6054275	19.69836878	16.44951275	0	13.26258235	14.40176744		lncRNA
ENSG00000273398	8.393525424	-1.344660696	1.517472261	-0.886118798	0.375553514	0.689502332	13.05610593	22.98143024	4.354282788	0	4.262972897	5.706360683		protein_coding
ENSG00000273416	14.56728055	0.120985653	1.179524578	0.102571541	0.918303031	0.9776104	7.253392185	11.49071512	9.676183973	40.68257922	10.42060041	7.880212372		lncRNA
ENSG00000273437	7.099118678	0.302407234	1.552852086	0.194743103	0.845594066	0.95476574	12.08898697	5.745357561	7.740947178	0	8.052282139	8.967138217		lncRNA
ENSG00000273443	8.604100457	4.512198522	2.059804176	2.19059587	0.02848105	0.125931592	0.967118958	0.820765366	0	40.68257922	4.262972897	4.8911663		lncRNA
ENSG00000273448	18.07287652	1.411566167	1.069861881	1.319391028	0.18703842	0.461807478	14.99034385	7.386888293	15.48189436	0	35.52477414	35.05335848		lncRNA
ENSG00000273449	15.41111445	0.769146547	1.145251618	0.671596124	0.501840847	0.789248117	14.02322489	8.207653659	18.38474955	0	29.84081028	22.01024835		lncRNA
ENSG00000273456	20.02718913	0.088251493	0.993937073	0.088789819	0.929248949	0.981461467	12.08898697	19.69836878	14.99808516	40.68257922	12.31525504	20.37985958		lncRNA
ENSG00000273485	11.30738484	1.007918989	1.375716515	0.732650207	0.463771801	0.762739444	6.769832706	4.103826829	4.354282788	40.68257922	5.683963863	6.249823606		lncRNA
ENSG00000273542	74.40805866	-1.624436304	0.716378538	-2.26756696	0.023355613	0.108918576	81.23799247	177.285319	43.54282788	81.36515844	40.73507435	22.28197981	H4C12	protein_coding
ENSG00000273568	54.36323792	-0.447572016	0.650971705	-0.687544501	0.491739668	0.782050605	68.18188654	58.27434098	47.89711067	81.36515844	30.78813759	39.67279332		lncRNA
ENSG00000273597	12.30660663	-2.099187702	1.256638906	-1.670478045	0.09482482	0.29938017	22.24373603	18.05683805	24.19045993	0	6.631291173	2.717314611		processed_pseudogene
ENSG00000273599	6.489401881	-0.740994638	1.624203337	-0.456220364	0.648231523	0.876879238	11.6054275	12.31148049	5.321901185	0	4.262972897	5.434629222		lncRNA
ENSG00000273674	9.020224633	0.597103783	1.416248931	0.421609344	0.673310185	0.888655498	9.187630101	5.745357561	11.12761157	0	16.10456428	11.95618429		lncRNA
ENSG00000273680	9.721658271	0.721699247	1.36212476	0.52983344	0.596227418	0.846554614	10.15474906	7.386888293	9.676183973	0	17.52555524	13.58657306		lncRNA
ENSG00000273691	10.01026285	-0.254331672	1.341767235	-0.189549771	0.84966195	0.955908788	11.6054275	10.66994976	14.99808516	0	9.473273104	13.31484159		lncRNA
ENSG00000273703	1305.15379	-0.583510938	0.27100163	-2.153163943	0.031305796	0.135720161	1625.243409	1897.609526	1164.528741	1179.794797	1117.846226	845.9000384	H2BC14	protein_coding
ENSG00000273706	6.407218797	-4.029416877	1.700708907	-2.369257231	0.017823852	0.08897968	9.671189579	16.41530732	11.61142077	0	0.473663655	0.271731461	LHX1	protein_coding
ENSG00000273723	6.021522395	0.193396284	1.672034021	0.11566528	0.907917824	0.973639889	12.08898697	4.103826829	7.25713798	0	6.157627518	6.521555067	SUGT1-DT	lncRNA
ENSG00000273749	1978.20194	0.302663737	0.212715883	1.422854429	0.154778359	0.409387981	1749.034635	1903.354883	1713.652182	1790.033486	2373.528576	2339.60788	CYFIP1	protein_coding
ENSG00000273768	16.43767513	0.012153024	1.109507336	0.010953532	0.99126052	0.997567157	23.21085499	22.16066488	13.54665756	0	25.57783738	14.13003598	RNVU1-29	snRNA
ENSG00000273783	10.84584605	-0.310652721	1.296926759	-0.239529887	0.810694724	0.944715152	13.05610593	16.41530732	11.61142077	0	14.20990966	9.7823326	GTF2A1-AS1	lncRNA
ENSG00000273784	69.18163949	0.021470372	0.540441259	0.039727486	0.968310389	0.992669425	49.80662633	74.68964829	67.24947861	81.36515844	69.15489366	72.82403158		lncRNA
ENSG00000273802	1024.149294	-0.107239677	0.295142572	-0.363348723	0.716344401	0.909418474	1030.46525	1300.09234	788.6089938	1220.477377	1085.163434	720.0883719	H2BC8	protein_coding
ENSG00000273820	48.84486538	-0.255396629	0.648689302	-0.393711794	0.693793833	0.898722161	52.22442373	66.48199464	42.09140028	40.68257922	47.84002918	43.74876524	USP27X	protein_coding
ENSG00000273841	979.4582742	-0.949369059	0.238329332	-3.983433565	6.79E-05	0.000909535	1226.790398	1388.734999	1289.835324	528.8735299	751.2305572	691.2848371	TAF9	protein_coding
ENSG00000273987	8.032082912	1.110558482	1.47555289	0.752638885	0.451666944	0.753909464	3.868475832	5.745357561	7.25713798	0	16.10456428	15.21696182		lncRNA
ENSG00000274001	7.186681471	1.159017541	1.569914675	0.738267856	0.460351696	0.760098712	4.83559479	3.283061463	7.740947178	0	12.31525504	14.94523036		lncRNA
ENSG00000274008	7.221682428	5.203550172	2.474884787	2.102542389	0.035505791	0.149079582	0	0	0	40.68257922	0.473663655	2.173851689	Metazoa_SRP	misc_RNA
ENSG00000274020	230.9063634	-0.400503006	0.346733957	-1.155072927	0.248060564	0.545123499	250.0002506	241.3050176	305.7674136	162.7303169	215.0432995	210.5918824	LINC01138	lncRNA
ENSG00000274023	7.907847798	-0.469289686	1.481171276	-0.31683688	0.751367379	0.923835357	11.6054275	8.207653659	12.57903917	0	6.631291173	8.423675294		lncRNA
ENSG00000274026	44.45064896	0.201529633	0.758323358	0.265756858	0.790426471	0.937042318	42.06967467	67.30276	29.99617032	0	61.57627518	65.75901359	FAM27E3	lncRNA
ENSG00000274070	1213.444565	-1.066758059	0.23827716	-4.476963129	7.57E-06	0.000130305	1654.740537	1509.387508	1672.5284	1017.064481	685.3913091	741.5551574	CASTOR2	protein_coding
ENSG00000274080	18.30918271	-0.355937693	1.035685603	-0.343673497	0.731091845	0.915785444	21.27661707	25.44372634	22.25522314	0	21.31486449	19.5646652		lncRNA
ENSG00000274093	33.49176893	1.0072349	0.882157771	1.14178544	0.253543216	0.55327439	28.53000926	11.49071512	39.67235429	0	69.62855732	51.62897761		lncRNA
ENSG00000274105	7.681480652	0.415435374	1.496434811	0.277616754	0.78130657	0.93395029	9.671189579	7.386888293	7.740947178	0	10.42060041	10.86925844		lncRNA
ENSG00000274191	5.902045694	0.170249571	1.691436968	0.100653807	0.919825281	0.977918808	8.220511143	4.103826829	8.708565576	0	5.683963863	8.695406756		lncRNA
ENSG00000274210	30.96298371	0.208783077	0.804952596	0.259373133	0.795347357	0.938279354	35.29984197	33.65138	18.38474955	40.68257922	30.31447393	27.44487757	RNVU1-27	snRNA
ENSG00000274251	8.749588806	-0.579942345	1.418510139	-0.408839055	0.682657777	0.892954619	10.63830854	9.84918439	14.99808516	0	9.94693676	7.065017989		lncRNA
ENSG00000274253	90.05070457	2.116365908	0.527554123	4.011656466	6.03E-05	0.000822357	34.33272301	22.98143024	46.44568307	122.0477377	163.4139611	151.0826924		lncRNA
ENSG00000274259	6.954177425	-0.677360778	1.552381104	-0.436336655	0.662592491	0.883289311	6.286273227	9.84918439	12.09522997	0	6.157627518	7.33674945	SYNGAP1-AS1	lncRNA
ENSG00000274265	36.85897483	0.633872384	0.745551208	0.850206368	0.395210362	0.706917313	37.23407988	18.87760341	36.7694991	40.68257922	45.4717109	42.11837647		lncRNA
ENSG00000274270	11.38154735	0.863840988	1.348062336	0.640801961	0.521651359	0.802040013	3.384916353	4.103826829	6.289519583	40.68257922	7.578618484	6.249823606		lncRNA
ENSG00000274290	794.6871234	-0.178770333	0.3081773	-0.580089233	0.561854444	0.827265501	800.7744972	1126.910847	585.4091304	732.286426	872.4884529	650.2533864	H2BC6	protein_coding
ENSG00000274292	12.84584948	-0.119049317	1.208632117	-0.098499217	0.921535894	0.978419973	13.05610593	16.41530732	15.48189436	0	19.89387352	12.22791575		lncRNA
ENSG00000274297	71.91359482	0.799055679	0.633196674	1.261939159	0.20697068	0.48897907	56.09289956	28.72678781	85.63422816	40.68257922	110.8372953	109.5077788		lncRNA
ENSG00000274303	21.96198632	-0.728492339	0.976874449	-0.74573794	0.455825736	0.75725872	33.36560405	22.16066488	37.2533083	0	17.52555524	21.46678543	7SK	misc_RNA
ENSG00000274308	26.44731594	0.061444851	1.012365218	0.060694352	0.95160263	0.9887974	18.85881968	14.77377659	19.35236795	81.36515844	13.736246	10.59752698		processed_pseudogene
ENSG00000274315	19.62132956	0.998839565	1.018427605	0.980766389	0.326707957	0.6384369	14.50678437	6.566122927	15.48189436	40.68257922	16.57822793	23.91236858		lncRNA
ENSG00000274346	9.777688338	0.57345948	1.36351984	0.42057289	0.674066993	0.888843837	12.08898697	6.566122927	11.12761157	0	14.20990966	14.6734989		unprocessed_pseudogene
ENSG00000274349	60.32249421	0.932900401	0.574231466	1.624606898	0.104246346	0.318915247	41.10255571	39.39673756	43.05901868	81.36515844	81.4701487	75.54134619	ZNF658	protein_coding
ENSG00000274383	9.318050123	-1.718241029	1.39168803	-1.234645259	0.216962557	0.503578441	19.34237916	18.05683805	10.64380237	0	3.789309242	4.075971917		lncRNA
ENSG00000274403	11.77082603	0.927218727	1.324900855	0.699840085	0.484027178	0.777646996	4.83559479	4.103826829	6.289519583	40.68257922	7.104954828	7.608480911		lncRNA
ENSG00000274421	12.13307453	0.770376378	1.242255499	0.620143262	0.535163472	0.810358703	11.12186802	9.028419025	12.09522997	0	17.9992189	22.55371127		lncRNA
ENSG00000274427	20.14831872	-0.384632444	1.006354167	-0.382203857	0.702310161	0.903903756	18.3752602	16.41530732	20.80379554	40.68257922	11.84159138	12.77137867		lncRNA
ENSG00000274428	11.28916679	-0.717909547	1.317346422	-0.544966408	0.585776621	0.841168831	13.53966541	25.44372634	7.740947178	0	12.31525504	8.695406756	RNVU1-25	snRNA
ENSG00000274460	41.85267883	-0.700994074	0.687927309	-1.018994398	0.308205626	0.617481916	48.83950738	46.78362585	54.18663025	40.68257922	27.472492	33.15123826		lncRNA
ENSG00000274523	601.9150594	-0.491087627	0.266991379	-1.83933889	0.065865356	0.233892389	702.1283635	808.4538854	619.2757743	447.5083714	539.0292396	495.0947221	RCC1L	protein_coding
ENSG00000274561	11.56550045	1.119408995	1.289845543	0.867862824	0.385469433	0.697303705	10.63830854	5.745357561	11.12761157	0	25.57783738	16.30388767		lncRNA
ENSG00000274591	6.889987821	0.864063864	1.596355892	0.5412727	0.588319634	0.842624058	7.253392185	3.283061463	8.224756377	0	10.89426407	11.68445283		lncRNA
ENSG00000274598	34.79621793	-0.348967646	0.81044686	-0.430586709	0.666768907	0.885522257	67.69832706	28.72678781	46.92949227	0	33.63011952	31.79258095		lncRNA
ENSG00000274605	88.55727689	-1.152749791	0.501363384	-2.299230116	0.021491876	0.102044651	106.8666449	145.2754698	117.5656353	40.68257922	60.62894787	60.32438437	PCCA-DT	lncRNA
ENSG00000274620	15.4262413	2.58008424	1.560456641	1.653416168	0.098246195	0.306372874	1.934237916	1.641530732	1.451427596	81.36515844	4.262972897	1.902120228	MIR378J	miRNA
ENSG00000274641	710.5080993	-0.424340916	0.315847272	-1.343500335	0.179110018	0.45091193	789.6526292	1061.249618	555.8967693	691.6038468	671.1813995	493.4643334	H2BC17	protein_coding
ENSG00000274667	6.342667529	0.088361177	1.685934442	0.052410802	0.958201367	0.990965212	4.352035311	2.462296098	13.54665756	0	8.999609449	8.695406756		lncRNA
ENSG00000274677	7.343689572	0.215700966	1.542897531	0.139802522	0.888816021	0.967584153	7.253392185	4.924592195	11.61142077	0	9.94693676	10.32579552		lncRNA
ENSG00000274737	22.84459599	0.745786681	1.099903421	0.678047424	0.497741625	0.786357462	15.47390333	7.386888293	12.09522997	81.36515844	10.42060041	10.32579552		lncRNA
ENSG00000274750	41.32255868	0.646160124	0.706341661	0.914798262	0.360297547	0.674069496	36.26696092	42.67979902	23.22284154	40.68257922	53.9976567	51.08551469	H3C6	protein_coding
ENSG00000274859	12.12021461	0.324991424	1.351163201	0.240527143	0.809921624	0.94433963	6.769832706	8.207653659	5.321901185	40.68257922	3.315645587	8.423675294		lncRNA
ENSG00000274895	6.941699603	3.356535328	4.375059289	0.767197678	0.442963993	0.747358352	0	0	0.967618397	40.68257922	0	0		lncRNA
ENSG00000274904	11.51355839	-0.235826486	1.443614015	-0.163358407	0.870236249	0.962944183	5.319154269	12.31148049	2.902855192	40.68257922	3.789309242	4.075971917		lncRNA
ENSG00000274922	12.83085951	-0.426008484	1.20742646	-0.352823545	0.724220731	0.913342883	19.82593864	18.87760341	13.06284836	0	13.26258235	11.95618429		lncRNA
ENSG00000274925	92.3987253	-0.304012284	0.508894336	-0.597397657	0.550241918	0.819421721	111.7022396	99.31260927	117.0818261	40.68257922	80.99648504	104.6166125	ZKSCAN2-DT	lncRNA
ENSG00000274929	14.37002317	2.705851874	1.810532648	1.494505983	0.135043419	0.375499074	0.967118958	1.641530732	0.483809199	81.36515844	0.94732731	0.815194383		lncRNA
ENSG00000274943	7.962118232	0.359144808	1.473230533	0.243780454	0.807400859	0.943399148	7.253392185	7.386888293	9.676183973	0	12.31525504	11.14098991		lncRNA
ENSG00000274963	13.54568868	-0.156607415	1.206971996	-0.129752319	0.896762388	0.969631327	20.30949812	9.028419025	21.77141394	0	16.57822793	13.58657306	RN7SL600P	misc_RNA
ENSG00000274964	51.07050813	-0.233628662	0.702906632	-0.332375099	0.739606039	0.919565685	70.59968393	45.14209512	75.47423499	0	53.52399304	61.68304167		lncRNA
ENSG00000274995	6.090639223	-1.104176767	1.748513136	-0.631494694	0.527717118	0.804585005	15.47390333	4.103826829	11.12761157	0	0.94732731	4.8911663		lncRNA
ENSG00000274997	861.4068013	-0.161094265	0.935124369	-0.172270417	0.86322494	0.960065638	735.4939675	1396.942653	466.3920675	1627.303169	583.0799596	359.2289916	H2AC12	protein_coding
ENSG00000275014	7.553259993	0.703195546	1.519247745	0.462857719	0.643466356	0.874690188	9.187630101	4.924592195	8.224756377	0	11.84159138	11.14098991	RN7SL166P	misc_RNA
ENSG00000275052	1522.744642	0.437181551	0.232150944	1.883178004	0.059676249	0.219192038	1275.146346	1227.044222	1438.364748	1301.842535	1942.49465	1951.575354	PPP4R3B	protein_coding
ENSG00000275056	34.79224053	-0.168746205	0.749846088	-0.225041122	0.821947284	0.948246268	34.33272301	42.67979902	29.02855192	40.68257922	32.68279221	29.3469978		lncRNA
ENSG00000275066	649.6279907	0.141272987	0.262965506	0.537230109	0.591108676	0.844359663	600.5808729	583.5641751	600.8910247	895.0167429	598.7108602	619.0042684	SYNRG	protein_coding
ENSG00000275074	19.22076805	0.323690303	1.026557678	0.315316236	0.752521559	0.923857036	30.46424718	20.51913415	14.99808516	0	28.41981931	20.92332251	NUDT18	protein_coding
ENSG00000275084	13.13820322	0.218421162	1.264480256	0.172735921	0.862859007	0.959881545	5.802713748	11.49071512	5.805710384	40.68257922	8.525945794	6.521555067	SNORD91B	snoRNA
ENSG00000275092	7.552338588	-0.281803723	1.515484706	-0.185949566	0.852484312	0.956837707	12.08898697	6.566122927	11.61142077	0	8.525945794	6.521555067		lncRNA
ENSG00000275106	11.79125353	0.260039308	1.251741147	0.207742079	0.83543036	0.952359537	15.95746281	10.66994976	13.06284836	0	14.20990966	16.84735059		TEC
ENSG00000275111	112.6687727	-0.033613822	0.446899994	-0.075215535	0.940043224	0.985056729	113.1529181	123.9355702	100.6323133	122.0477377	99.94303125	116.3010654	ZNF2	protein_coding
ENSG00000275120	5.992728368	-1.333332992	1.657189598	-0.804574802	0.421065088	0.729574134	6.286273227	9.84918439	12.09522997	0	4.736636552	2.989046072	ZSCAN2-AS1	lncRNA
ENSG00000275126	797.2253926	-0.847130702	0.360320071	-2.351050554	0.01872049	0.092231125	1030.948809	1398.584183	598.4719787	732.286426	639.9195982	383.1413602	H4C13	protein_coding
ENSG00000275180	55.73525526	0.504047115	0.604269922	0.83414232	0.40420079	0.715025374	51.25730477	37.75520683	47.41330147	81.36515844	56.83963863	59.78092144		lncRNA
ENSG00000275202	8.052048132	-0.328512986	1.471217174	-0.223293333	0.823307216	0.948387204	10.63830854	8.207653659	12.57903917	0	7.104954828	9.7823326		lncRNA
ENSG00000275212	6.78042987	4.573939162	2.958769186	1.545892523	0.122130527	0.351340897	0	0	0	40.68257922	0	0	LINC02826	lncRNA
ENSG00000275221	144.0958549	-0.575051773	0.486725023	-1.181471562	0.237415444	0.531549494	146.5185221	209.2951683	112.7275433	203.4128961	112.7319499	79.88904957	H2AC15	protein_coding
ENSG00000275297	49.64471237	1.969432867	0.663127435	2.969916133	0.002978811	0.021783203	9.671189579	15.59454195	20.80379554	122.0477377	69.15489366	60.59611583		lncRNA
ENSG00000275318	17.6230634	0.43884914	1.06337087	0.412696222	0.679829193	0.891618668	17.40814124	13.13224585	21.77141394	0	26.52516469	26.90141465		unprocessed_pseudogene
ENSG00000275322	18.27662622	0.43926106	1.056422058	0.415800727	0.677555827	0.89097072	18.3752602	12.31148049	23.70665073	0	25.10417373	30.16219218		lncRNA
ENSG00000275329	23.86716646	-1.173486997	0.972411158	-1.206780678	0.227516619	0.518230335	20.30949812	40.21750293	19.35236795	40.68257922	12.31525504	10.32579552		lncRNA
ENSG00000275342	584.250749	0.155978231	0.253135943	0.616183658	0.537773313	0.812013777	517.4086425	545.8089683	552.9939141	691.6038468	577.8696594	619.8194628	PRAG1	protein_coding
ENSG00000275373	8.654848938	-1.394568708	1.478263758	-0.943382871	0.345485101	0.658284933	18.85881968	6.566122927	17.90094035	0	6.157627518	2.44558315	MIR6124	miRNA
ENSG00000275379	975.3443467	-0.740791087	0.319228979	-2.32056341	0.020310419	0.098248552	1105.900528	1673.540581	821.0242101	772.9690052	895.2243084	583.407447	H3C11	protein_coding
ENSG00000275443	6.78042987	4.573939162	2.958769186	1.545892523	0.122130527	0.351340897	0	0	0	40.68257922	0	0		lncRNA
ENSG00000275481	41.18984007	-0.016671513	0.774338036	-0.02153002	0.982822857	0.995383682	48.3559479	30.36831854	63.37900502	0	48.78735649	56.24841245		lncRNA
ENSG00000275549	11.99815457	-1.018920723	1.248229066	-0.816293059	0.414332543	0.724501341	19.82593864	22.16066488	12.57903917	0	8.999609449	8.423675294	STPG3-AS1	lncRNA
ENSG00000275700	579.2086275	-0.674425128	0.276740907	-2.437027233	0.014808564	0.077433369	568.1823878	857.6998073	697.6528645	325.4606338	518.6617025	507.5943694	AATF	protein_coding
ENSG00000275714	280.566608	-0.067002428	0.467295558	-0.143383405	0.885987388	0.96737426	246.1317748	357.8536995	166.4303643	528.8735299	236.8318276	147.2784519	H3C1	protein_coding
ENSG00000275734	29.55989596	0.04388921	0.812844923	0.053994568	0.956939492	0.990810738	35.78340144	21.33989951	29.51236112	40.68257922	23.68318276	26.35795173		lncRNA
ENSG00000275759	6.44704943	-0.030001831	1.612119362	-0.018610179	0.985152082	0.996059845	10.15474906	8.207653659	6.289519583	0	8.052282139	5.978092144		lncRNA
ENSG00000275764	62.41511045	0.066765314	0.668740748	0.099837365	0.920473443	0.978253234	60.92849435	46.78362585	95.31041214	0	84.78579428	86.68233609		lncRNA
ENSG00000275765	21.40011296	-1.293846002	0.978432593	-1.322366008	0.186046302	0.460966452	30.94780665	38.5759722	29.51236112	0	12.78891869	16.57561913		lncRNA
ENSG00000275769	17.70467871	1.828604719	1.050200012	1.741196627	0.081649118	0.271830012	6.769832706	4.924592195	8.708565576	40.68257922	25.57783738	19.5646652		lncRNA
ENSG00000275807	19.94355795	-0.628688509	1.003050472	-0.626776545	0.53080572	0.807186684	28.04644978	26.26449171	27.57712432	0	16.57822793	21.19505397		lncRNA
